LoanId,Date,Description,Principal,Interest,Fees,Penalty,Due,Paid,Pending Due,Total Due,Principal Due
1566174.0,01/10/2020,Repayment,0,"1,470.00",0,0,"1,470.00",,"1,470.00","1,470.00",0
1566174.0,01/10/2020,Repayment,"4,900.00",0,0,0,"4,900.00",,"6,370.00","6,370.00","4,900.00"
1566174.0,31/10/2020,"Make due, Other Fee, Locksmith Fee, Additional Fuel Fee, Towing Fee, Marketing Fee, Repossession Fee",0,0,"2,493.00",0,"2,493.00",,"8,863.00","8,863.00","4,900.00"
1566174.0,01/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"8,926.70","8,926.70","4,900.00"
1566174.0,02/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"8,990.40","8,990.40","4,900.00"
1566174.0,03/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,054.10","9,054.10","4,900.00"
1566174.0,04/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,117.80","9,117.80","4,900.00"
1566174.0,05/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,181.50","9,181.50","4,900.00"
1566174.0,06/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,245.20","9,245.20","4,900.00"
1566174.0,07/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,308.90","9,308.90","4,900.00"
1566174.0,08/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,372.60","9,372.60","4,900.00"
1566174.0,09/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,436.30","9,436.30","4,900.00"
1566174.0,10/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,500.00","9,500.00","4,900.00"
1566174.0,11/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,563.70","9,563.70","4,900.00"
1566174.0,12/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,627.40","9,627.40","4,900.00"
1566174.0,13/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,691.10","9,691.10","4,900.00"
1566174.0,14/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,754.80","9,754.80","4,900.00"
1566174.0,15/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,818.50","9,818.50","4,900.00"
1566174.0,16/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,882.20","9,882.20","4,900.00"
1566174.0,17/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"9,945.90","9,945.90","4,900.00"
1566174.0,18/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,009.60","10,009.60","4,900.00"
1566174.0,19/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,073.30","10,073.30","4,900.00"
1566174.0,20/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,137.00","10,137.00","4,900.00"
1566174.0,21/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,200.70","10,200.70","4,900.00"
1566174.0,22/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,264.40","10,264.40","4,900.00"
1566174.0,23/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,328.10","10,328.10","4,900.00"
1566174.0,24/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,391.80","10,391.80","4,900.00"
1566174.0,25/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,455.50","10,455.50","4,900.00"
1566174.0,26/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,519.20","10,519.20","4,900.00"
1566174.0,27/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,582.90","10,582.90","4,900.00"
1566174.0,28/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,646.60","10,646.60","4,900.00"
1566174.0,29/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,710.30","10,710.30","4,900.00"
1566174.0,30/11/2020,Penalty fee at 1% per day,0,0,0,63.70,63.70,,"10,774.00","10,774.00","4,900.00"
,,Total Due,"4,900.00","1,470.00","2,493.00","1,911.00","10,774.00",0,"10,774.00",,"4,900.00"
,,Total Paid,0,0,0,0,,,,,
,,Total Pending Due,"4,900.00","1,470.00","2,493.00","1,911.00",,,,,
