LoanId,Date,Description,Principal,Interest,Fees,Penalty,Due,Total Due,Principal Balance
1897705,19/03/2021,"Repayment, Admin Fee",0,"2,400.00",560.00,0,"2,960.00","2,960.00","8,000.00"
1897705,19/03/2021,Repayment,"8,000.00",0,0,0,"8,000.00","10,960.00",0
1897705,18/04/2021,Make due,0,0,0,0,0,"10,960.00",0
1897705,19/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,054.10",0
1897705,20/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,148.20",0
1897705,21/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,242.30",0
1897705,22/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,336.40",0
1897705,23/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,430.50",0
1897705,24/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,524.60",0
1897705,25/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,618.70",0
1897705,26/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,712.80",0
1897705,27/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,806.90",0
1897705,28/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,901.00",0
1897705,29/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"11,995.10",0
1897705,30/04/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,089.20",0
1897705,01/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,183.30",0
1897705,02/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,277.40",0
1897705,03/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,371.50",0
1897705,04/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,465.60",0
1897705,05/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,559.70",0
1897705,06/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,653.80",0
1897705,07/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,747.90",0
1897705,08/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,842.00",0
1897705,09/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"12,936.10",0
1897705,10/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,030.20",0
1897705,11/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,124.30",0
1897705,12/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,218.40",0
1897705,13/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,312.50",0
1897705,14/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,406.60",0
1897705,15/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,500.70",0
1897705,16/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,594.80",0
1897705,17/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,688.90",0
1897705,18/05/2021,Penalty fee at 1% per day,0,0,0,94.10,94.10,"13,783.00",0
