LoanId,Date,Description,Principal,Interest,Fees,Penalty,Due,Paid,Pending Due,Total Due,Principal Due
1569248.0,30/09/2020,Repayment,0,"3,827.36",0,0,"3,827.36",,"3,827.36","3,827.36",0
1569248.0,30/09/2020,Repayment,"12,757.86",0,0,0,"12,757.86",,"16,585.22","16,585.22","12,757.86"
1569248.0,30/10/2020,"Payment due: Principal, Interest, Marketing Fee",0,0,892.99,0,892.99,,"17,478.21","17,478.21","12,757.86"
1569248.0,31/10/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"17,644.06","17,644.06","12,757.86"
1569248.0,01/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"17,809.91","17,809.91","12,757.86"
1569248.0,02/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"17,975.76","17,975.76","12,757.86"
1569248.0,03/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,141.61","18,141.61","12,757.86"
1569248.0,04/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,307.46","18,307.46","12,757.86"
1569248.0,05/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,473.31","18,473.31","12,757.86"
1569248.0,06/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,639.16","18,639.16","12,757.86"
1569248.0,07/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,805.01","18,805.01","12,757.86"
1569248.0,08/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"18,970.86","18,970.86","12,757.86"
1569248.0,09/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,136.71","19,136.71","12,757.86"
1569248.0,10/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,302.56","19,302.56","12,757.86"
1569248.0,11/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,468.41","19,468.41","12,757.86"
1569248.0,12/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,634.26","19,634.26","12,757.86"
1569248.0,13/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,800.11","19,800.11","12,757.86"
1569248.0,14/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"19,965.96","19,965.96","12,757.86"
1569248.0,15/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,131.81","20,131.81","12,757.86"
1569248.0,16/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,297.66","20,297.66","12,757.86"
1569248.0,17/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,463.51","20,463.51","12,757.86"
1569248.0,18/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,629.36","20,629.36","12,757.86"
1569248.0,19/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,795.21","20,795.21","12,757.86"
1569248.0,20/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"20,961.06","20,961.06","12,757.86"
1569248.0,21/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,126.91","21,126.91","12,757.86"
1569248.0,22/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,292.76","21,292.76","12,757.86"
1569248.0,23/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,458.61","21,458.61","12,757.86"
1569248.0,24/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,624.46","21,624.46","12,757.86"
1569248.0,25/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,790.31","21,790.31","12,757.86"
1569248.0,26/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"21,956.16","21,956.16","12,757.86"
1569248.0,27/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"22,122.01","22,122.01","12,757.86"
1569248.0,28/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"22,287.86","22,287.86","12,757.86"
1569248.0,29/11/2020,Penalty fee at 1% per day,0,0,0,165.85,165.85,,"22,453.71","22,453.71","12,757.86"
,,Total Due,"12,757.86","3,827.36",892.99,"4,975.50","22,453.71",0,"22,453.71",,"12,757.86"
,,Total Paid,0,0,0,0,,,,,
,,Total Pending Due,"12,757.86","3,827.36",892.99,"4,975.50",,,,,
